Species1,Family1,Order1,Beak.Length_Culmen,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Hand-Wing.Index,Tail.Length,Mass,Habitat,Trophic.Level,Trophic.Niche,Primary.Lifestyle,Migration,Range.Size,Min.Latitude,Max.Latitude,Centroid.Longitude,Centroid.Latitude,bio_1,bio_4,bio_5,bio_6,bio_12
Megascops watsonii,Strigidae,Strigiformes,23.2,8.2,13.3,34.2,165.6,25.2,90.6,129.0,Forest,Carnivore,Invertivore,Insessorial,1.0,6312593.48,-17.5,10.83,-63.16,-4.61,26.521625518798828,27.985801696777344,32.05674743652344,21.311748504638672,2402.0
Micrathene whitneyi,Strigidae,Strigiformes,12.9,5.2,7.4,20.1,108.2,30.0,47.0,41.0,Shrubland,Carnivore,Invertivore,Insessorial,3.0,643111.79,17.2,35.08,-108.03,30.03,13.794062614440918,613.668212890625,30.51474952697754,-2.540250062942505,375.0
Nesasio solomonensis,Strigidae,Strigiformes,45.9,13.5,22.1,58.4,263.4,23.0,123.8,1155.0,Forest,Carnivore,Vertivore,Insessorial,1.0,13115.12,-8.58,-5.41,156.43,-6.74,26.654727935791016,45.34492111206055,30.477304458618164,23.28794288635254,3469.0
Ninox affinis,Strigidae,Strigiformes,22.5,8.2,12.8,30.1,190.8,34.7,116.2,146.0,Forest,Carnivore,Invertivore,Insessorial,1.0,5655.23,10.51,13.57,92.78,12.28,26.672752380371094,78.48347473144531,31.907194137573242,21.99280548095703,2878.0
Ninox boobook,Strigidae,Strigiformes,26.2,7.7,13.2,40.6,226.5,31.2,143.0,282.2,Forest,Carnivore,Invertivore,Insessorial,2.0,7695657.77,-39.24,-5.11,134.35,-25.4,21.821041107177734,648.2506103515625,37.55025100708008,5.25600004196167,178.0
Ninox burhani,Strigidae,Strigiformes,23.4,6.9,11.2,27.9,188.5,22.9,100.0,99.0,Forest,Carnivore,Invertivore,Insessorial,1.0,435.6,-0.57,-0.23,121.87,-0.43,27.1490535736084,30.57909393310547,31.456972122192383,22.619522094726562,2164.0
Ninox connivens,Strigidae,Strigiformes,33.8,11.9,18.5,49.2,298.6,35.0,178.7,578.0,Forest,Carnivore,Vertivore,Insessorial,1.0,2759461.25,-39.48,2.65,140.75,-24.32,24.195323944091797,609.9671630859375,39.06074905395508,6.630249977111816,260.0
Ninox forbesi,Strigidae,Strigiformes,26.1,8.4,13.1,25.7,193.6,29.4,113.4,210.0,Forest,Carnivore,Invertivore,Insessorial,1.0,4268.15,-8.35,-6.98,131.37,-7.6,26.957239151000977,82.71195983886719,32.020999908447266,22.580249786376953,1923.0
Ninox granti,Strigidae,Strigiformes,27.0,9.5,14.6,34.7,174.9,27.4,86.0,200.8,Forest,Carnivore,Invertivore,Insessorial,1.0,5477.09,-9.95,-9.24,160.16,-9.62,23.981979370117188,44.9776725769043,28.434999465942383,19.437000274658203,2725.0
Ninox hantu,Strigidae,Strigiformes,25.9,8.4,12.5,29.1,193.1,31.1,117.9,210.0,Forest,Carnivore,Invertivore,Insessorial,1.0,8411.24,-3.84,-3.05,126.63,-3.42,22.9902400970459,70.83023071289062,28.11224937438965,18.074249267578125,2106.0
Ninox hypogramma,Strigidae,Strigiformes,29.2,9.8,14.8,36.4,220.0,32.2,124.7,210.0,Forest,Carnivore,Invertivore,Insessorial,1.0,20104.79,-0.92,2.23,127.97,0.73,24.727577209472656,22.927600860595703,28.990205764770508,20.74587631225586,2279.0
Ninox ios,Strigidae,Strigiformes,23.4,6.9,11.2,27.9,188.5,22.9,100.0,86.0,Forest,Carnivore,Invertivore,Insessorial,1.0,3684.39,-1.94,0.96,121.62,-0.66,27.292261123657227,26.561553955078125,31.600000381469727,22.814285278320312,2262.0
Ninox jacquinoti,Strigidae,Strigiformes,27.9,10.1,14.9,40.1,188.0,22.4,93.0,200.8,Forest,Carnivore,Invertivore,Insessorial,1.0,17230.73,-9.21,-5.01,156.65,-6.85,26.63775634765625,45.10649490356445,30.497529983520508,23.25061798095703,3454.0
Ninox leucopsis,Strigidae,Strigiformes,24.5,7.5,13.2,36.3,206.6,32.0,113.3,190.0,Forest,Carnivore,Invertivore,Insessorial,2.0,68056.97,-43.64,-39.21,146.59,-41.94,6.3138227462768555,363.09552001953125,17.91724967956543,-1.6987500190734863,1058.0
Ninox leventisi,Strigidae,Strigiformes,21.3,6.2,11.4,30.7,163.8,27.2,72.9,127.9,Forest,Carnivore,Omnivore,Insessorial,1.0,252.94,9.08,9.26,124.72,9.17,25.46051788330078,80.60066223144531,30.680644989013672,20.488710403442383,2447.0
Ninox malaitae,Strigidae,Strigiformes,24.7,9.5,13.6,30.3,157.0,26.4,87.5,200.8,Forest,Carnivore,Invertivore,Insessorial,1.0,4355.47,-9.8,-8.32,161.01,-9.0,24.896493911743164,49.37211227416992,29.151132583618164,20.649621963500977,3298.0
Ninox meeki,Strigidae,Strigiformes,27.1,10.6,16.0,43.2,236.0,29.5,131.0,265.0,Forest,Carnivore,Invertivore,Insessorial,1.0,1830.14,-2.25,-1.96,146.91,-2.09,26.260635375976562,12.484704971313477,29.958499908447266,22.662500381469727,3686.0
Ninox mindorensis,Strigidae,Strigiformes,20.9,6.3,10.5,27.2,159.8,28.6,83.6,113.0,Forest,Carnivore,Omnivore,Insessorial,1.0,9854.29,12.21,13.53,121.07,12.96,21.871469497680664,71.79133605957031,27.887500762939453,16.47949981689453,2820.0
Ninox natalis,Strigidae,Strigiformes,25.8,8.1,12.8,39.2,189.8,26.3,115.5,184.0,Forest,Carnivore,Invertivore,Insessorial,1.0,137.18,-10.58,-10.42,105.64,-10.49,23.427928924560547,53.12030029296875,26.64324378967285,20.20270347595215,2008.0
Ninox novaeseelandiae,Strigidae,Strigiformes,22.8,7.8,12.3,32.5,194.2,33.0,118.5,183.4,Forest,Carnivore,Invertivore,Insessorial,2.0,269367.33,-47.29,-28.99,171.49,-41.78,12.37109375,307.5137634277344,20.329166412353516,4.308333396911621,2378.0
Ninox obscura,Strigidae,Strigiformes,23.5,8.8,12.8,28.8,212.5,37.1,122.2,191.0,Forest,Carnivore,Invertivore,Insessorial,3.0,5202.99,10.51,13.57,92.77,12.3,26.672752380371094,78.48347473144531,31.907194137573242,21.99280548095703,2878.0
Ninox ochracea,Strigidae,Strigiformes,23.4,6.9,11.2,27.9,188.5,22.9,100.0,99.0,Forest,Carnivore,Invertivore,Insessorial,1.0,94118.1,-5.7,1.84,121.57,-1.67,24.695228576660156,47.210693359375,29.581249237060547,19.815750122070312,2174.0
Ninox odiosa,Strigidae,Strigiformes,25.1,9.8,14.9,32.1,182.0,23.7,89.0,209.0,Forest,Carnivore,Omnivore,Insessorial,2.0,33162.44,-6.32,-4.13,150.66,-5.47,26.058927536010742,37.05557632446289,30.26530647277832,21.959182739257812,3734.0
Ninox philippensis,Strigidae,Strigiformes,21.3,6.2,11.4,30.7,163.8,27.2,72.9,127.9,Forest,Carnivore,Omnivore,Insessorial,1.0,160922.43,9.04,18.65,122.2,14.32,27.050952911376953,117.71128845214844,32.34857177734375,21.902856826782227,2342.0
Ninox punctulata,Strigidae,Strigiformes,24.8,11.0,15.1,37.5,159.0,26.1,69.8,151.0,Forest,Carnivore,Omnivore,Insessorial,1.0,152203.91,-5.71,1.76,121.09,-2.14,24.225666046142578,39.16239547729492,29.526750564575195,19.38949966430664,2190.0
Ninox roseoaxillaris,Strigidae,Strigiformes,25.5,9.6,14.3,28.0,148.2,25.4,72.1,200.8,Forest,Carnivore,Invertivore,Insessorial,1.0,3331.79,-10.83,-10.14,161.82,-10.53,24.563695907592773,51.95790481567383,29.339086532592773,19.82157325744629,3568.0
Ninox rudolfi,Strigidae,Strigiformes,28.1,8.1,14.9,43.2,233.0,28.1,141.5,222.0,Forest,Carnivore,Invertivore,Insessorial,1.0,10704.53,-10.32,-9.28,119.95,-9.76,24.20063591003418,87.50988006591797,30.2762508392334,18.25349998474121,1812.0
Ninox rufa,Strigidae,Strigiformes,38.5,13.8,22.2,47.2,327.2,28.0,200.0,931.7,Forest,Carnivore,Vertivore,Insessorial,2.0,824417.84,-19.92,0.04,140.79,-6.71,26.916114807128906,86.25686645507812,32.183250427246094,21.913999557495117,3414.0
Ninox rumseyi,Strigidae,Strigiformes,21.3,6.2,11.4,30.7,163.8,27.2,72.9,127.9,Forest,Carnivore,Omnivore,Insessorial,1.0,4442.79,9.41,11.28,123.72,10.31,26.59784507751465,81.39850616455078,32.286521911621094,21.24576759338379,1712.0
Ninox spilocephala,Strigidae,Strigiformes,24.5,8.6,12.2,27.5,177.5,31.0,82.1,137.0,Forest,Carnivore,Omnivore,Insessorial,1.0,96776.28,5.56,10.47,124.81,7.68,25.095989227294922,60.8187255859375,31.84575080871582,18.709749221801758,2657.0
Ninox spilonotus,Strigidae,Strigiformes,25.4,6.2,11.4,30.7,189.4,27.2,106.2,178.0,Forest,Carnivore,Omnivore,Insessorial,1.0,1145.01,12.1,12.68,122.26,12.41,26.87371826171875,91.81697845458984,31.853845596313477,22.66153907775879,2160.0
Ninox squamipila,Strigidae,Strigiformes,28.1,9.3,14.1,35.1,212.0,30.1,119.2,210.0,Forest,Carnivore,Invertivore,Insessorial,1.0,18242.6,-3.88,-2.78,129.39,-3.22,22.382240295410156,72.18482208251953,27.410999298095703,17.828750610351562,3391.0
Ninox strenua,Strigidae,Strigiformes,48.0,15.9,26.1,57.5,400.8,29.3,261.7,1346.0,Forest,Carnivore,Vertivore,Insessorial,2.0,573814.15,-39.0,-22.86,148.67,-32.33,16.914833068847656,580.0282592773438,31.691749572753906,3.0789999961853027,642.0
Ninox sumbaensis,Strigidae,Strigiformes,23.4,6.9,11.2,27.9,188.5,22.9,100.0,90.0,Forest,Carnivore,Invertivore,Insessorial,1.0,2933.17,-10.32,-9.45,119.76,-9.8,24.16965103149414,84.0663833618164,29.371355056762695,18.619949340820312,1910.0
Ninox theomacha,Strigidae,Strigiformes,21.8,7.8,12.0,33.5,178.8,27.8,95.0,125.0,Forest,Carnivore,Invertivore,Insessorial,1.0,596413.95,-11.66,-0.01,140.88,-4.88,14.697125434875488,29.327972412109375,19.97425079345703,9.5962495803833,5560.0
Otus alfredi,Strigidae,Strigiformes,20.5,6.7,9.4,23.9,152.1,30.1,75.6,67.5,Forest,Carnivore,Invertivore,Insessorial,1.0,498.38,-8.8,-8.57,120.45,-8.68,23.29728889465332,82.35611724853516,28.37204360961914,17.967742919921875,2206.0
Otus angelinae,Strigidae,Strigiformes,24.3,7.1,12.9,31.7,163.8,25.1,77.5,82.2,Forest,Carnivore,Invertivore,Insessorial,1.0,16745.86,-8.49,-6.6,109.7,-7.41,23.527177810668945,44.50001525878906,28.14349937438965,18.132999420166016,3389.0
Otus bakkamoena,Strigidae,Strigiformes,20.5,6.2,10.9,30.5,146.2,27.4,75.0,138.5,Forest,Carnivore,Invertivore,Insessorial,1.0,2947848.96,5.92,34.2,77.07,22.7,26.61186408996582,491.9980773925781,43.1557502746582,11.79675006866455,1085.0
Otus balli,Strigidae,Strigiformes,19.8,5.5,9.8,25.0,137.3,26.4,77.7,67.5,Forest,Carnivore,Invertivore,Insessorial,1.0,5825.33,10.51,13.68,92.78,12.28,26.672752380371094,78.48347473144531,31.907194137573242,21.99280548095703,2878.0
Otus brookii,Strigidae,Strigiformes,24.3,7.1,12.9,31.7,163.8,25.1,77.5,139.0,Forest,Carnivore,Invertivore,Insessorial,1.0,38843.48,-5.16,5.16,103.04,2.04,26.6152400970459,45.20268630981445,31.562000274658203,22.233999252319336,2206.0
Otus brucei,Strigidae,Strigiformes,17.2,5.1,9.0,31.3,159.0,33.4,78.2,84.4,Woodland,Carnivore,Invertivore,Insessorial,2.0,1459194.93,21.66,46.52,62.95,36.55,15.589062690734863,996.3208618164062,38.11249923706055,-2.696500062942505,286.0
Otus capnodes,Strigidae,Strigiformes,22.4,8.9,12.4,33.5,163.0,24.0,83.2,119.0,Forest,Carnivore,Invertivore,Insessorial,1.0,271.7,-12.34,-12.11,44.45,-12.23,22.52625274658203,121.84234619140625,27.69130516052246,16.198551177978516,1915.0
Otus collari,Strigidae,Strigiformes,19.6,5.9,9.6,21.3,156.2,20.1,79.2,81.9,Forest,Carnivore,Invertivore,Insessorial,1.0,556.53,3.38,3.74,125.54,3.56,25.380952835083008,37.452030181884766,30.12232208251953,20.816516876220703,2641.0
Otus cyprius,Strigidae,Strigiformes,17.4,4.8,8.6,26.6,147.2,34.7,65.5,92.0,Woodland,Carnivore,Invertivore,Insessorial,3.0,9272.41,34.56,35.7,33.23,35.05,18.71746826171875,706.924072265625,36.035499572753906,4.848249912261963,446.0
Otus everetti,Strigidae,Strigiformes,25.4,6.5,11.6,33.6,164.0,22.3,51.4,125.0,Forest,Carnivore,Invertivore,Insessorial,1.0,119572.02,5.56,12.59,124.81,8.39,26.08098030090332,67.97096252441406,32.26490783691406,20.31583023071289,2384.0
Otus feae,Strigidae,Strigiformes,17.6,6.9,9.8,25.7,128.5,23.2,62.0,67.0,Woodland,Carnivore,Invertivore,Insessorial,1.0,14.7,-1.46,-1.4,5.62,-1.43,18.960994720458984,164.92066955566406,23.78333282470703,13.661110877990723,2001.0
Otus fuliginosus,Strigidae,Strigiformes,22.4,7.3,11.8,27.2,140.9,22.9,72.2,92.0,Forest,Carnivore,Invertivore,Insessorial,1.0,8606.99,8.47,11.43,118.64,9.86,26.158485412597656,59.050052642822266,31.12385368347168,21.89908218383789,1646.0
Otus gurneyi,Strigidae,Strigiformes,34.1,10.1,18.8,47.1,240.4,20.5,113.6,370.0,Forest,Carnivore,Vertivore,Insessorial,1.0,108097.9,5.56,12.59,124.87,8.19,23.33496856689453,71.6771469116211,29.751750946044922,17.006500244140625,2758.0
Otus icterorhynchus,Strigidae,Strigiformes,18.6,5.1,9.4,22.0,128.8,23.5,75.6,73.3,Forest,Carnivore,Invertivore,Insessorial,1.0,670799.02,-3.87,8.46,13.82,1.68,23.872947692871094,73.62513732910156,31.388999938964844,17.172250747680664,1603.0
Otus insularis,Strigidae,Strigiformes,24.3,7.3,13.9,33.8,162.3,29.6,74.7,144.0,Forest,Carnivore,Invertivore,Insessorial,1.0,38.38,-4.69,-4.62,55.44,-4.66,26.129343032836914,69.37872314453125,30.472631454467773,22.83368492126465,2339.0
Otus ireneae,Strigidae,Strigiformes,14.0,4.5,7.3,22.1,113.3,20.2,55.7,50.3,Forest,Carnivore,Invertivore,Insessorial,1.0,634.79,-5.17,-3.22,39.19,-4.27,24.783061981201172,157.2619171142578,31.867250442504883,18.269750595092773,970.0
Otus jolandae,Strigidae,Strigiformes,21.0,7.8,10.1,29.3,150.0,28.7,74.0,165.0,Forest,Carnivore,Invertivore,Insessorial,1.0,2121.08,-8.58,-8.21,116.4,-8.41,16.343605041503906,54.52637481689453,21.036500930786133,11.275750160217285,2224.0
Otus lettia,Strigidae,Strigiformes,21.2,6.6,10.6,33.8,155.8,25.6,81.2,139.0,Forest,Carnivore,Invertivore,Insessorial,1.0,4204562.9,8.56,34.01,104.45,23.07,17.028291702270508,464.4165954589844,25.693750381469727,5.703750133514404,1573.0
Otus longicornis,Strigidae,Strigiformes,19.1,4.8,11.4,30.2,143.0,30.8,72.0,82.9,Forest,Carnivore,Invertivore,Insessorial,1.0,19826.2,13.57,18.52,121.3,16.6,25.683292388916016,166.78427124023438,33.22475051879883,18.38599967956543,1926.0
Otus manadensis,Strigidae,Strigiformes,18.8,5.2,10.1,27.2,151.8,32.2,77.9,88.0,Forest,Carnivore,Invertivore,Insessorial,1.0,178034.37,-6.5,1.76,121.19,-2.18,25.877979278564453,41.57908248901367,31.230749130249023,20.979999542236328,2012.0
Otus mantananensis,Strigidae,Strigiformes,21.7,6.4,10.8,33.1,156.5,28.8,74.3,106.0,Forest,Carnivore,Invertivore,Insessorial,1.0,1849.02,4.61,13.25,121.59,11.69,27.649999618530273,78.42195892333984,32.900001525878906,23.5,3545.0
Otus mayottensis,Strigidae,Strigiformes,24.6,6.6,12.3,32.8,166.7,28.2,83.7,101.0,Forest,Carnivore,Invertivore,Insessorial,1.0,370.97,-13.0,-12.65,45.14,-12.82,25.330232620239258,123.54054260253906,30.587791442871094,18.552326202392578,1407.0
Otus megalotis,Strigidae,Strigiformes,24.6,8.4,13.5,40.5,179.2,21.3,85.7,178.4,Forest,Carnivore,Invertivore,Insessorial,1.0,106380.23,12.54,18.65,121.47,15.88,22.943979263305664,136.78419494628906,29.094749450683594,16.74774932861328,2480.0
Otus mendeni,Strigidae,Strigiformes,18.8,5.2,10.1,27.2,151.8,32.2,77.9,88.0,Forest,Carnivore,Invertivore,Insessorial,1.0,2349.32,-1.65,-1.16,123.14,-1.38,26.274160385131836,68.91607666015625,31.486289978027344,20.98951530456543,1721.0
Otus mindorensis,Strigidae,Strigiformes,17.1,6.0,10.3,24.9,131.0,26.6,58.0,106.0,Forest,Carnivore,Invertivore,Insessorial,1.0,959.24,12.78,13.46,121.04,13.11,23.28239631652832,84.0086669921875,28.83300018310547,18.041000366210938,2662.0
Otus moheliensis,Strigidae,Strigiformes,24.1,6.2,11.0,40.9,166.0,27.9,31.4,105.0,Forest,Carnivore,Invertivore,Insessorial,1.0,207.24,-12.39,-12.25,43.73,-12.32,24.242366790771484,128.60238647460938,29.271963119506836,17.826168060302734,2089.0
Otus nigrorum,Strigidae,Strigiformes,21.0,6.6,11.5,34.2,143.8,23.9,63.2,99.0,Forest,Carnivore,Invertivore,Insessorial,1.0,24351.81,9.04,11.94,122.74,10.58,27.33195686340332,80.41355895996094,33.12260818481445,22.319129943847656,2295.0
Otus pamelae,Strigidae,Strigiformes,19.1,6.0,9.1,28.0,123.2,26.7,57.0,66.5,Woodland,Carnivore,Invertivore,Insessorial,1.0,203556.86,13.29,19.69,45.65,15.86,27.705968856811523,503.87554931640625,39.95724868774414,13.524499893188477,81.0
Otus pauliani,Strigidae,Strigiformes,29.4,6.0,10.3,24.8,137.0,23.6,81.4,69.5,Forest,Carnivore,Invertivore,Insessorial,1.0,174.34,-11.84,-11.64,43.35,-11.75,19.584732055664062,129.6390380859375,25.022743225097656,12.925631523132324,2171.0
Otus pembaensis,Strigidae,Strigiformes,20.8,6.0,11.3,26.8,144.8,29.2,74.8,67.0,Forest,Carnivore,Invertivore,Insessorial,1.0,970.44,-5.48,-4.86,39.76,-5.17,25.427371978759766,134.3096923828125,31.011184692382812,19.677303314208984,1478.0
Otus rufescens,Strigidae,Strigiformes,25.3,6.5,10.6,21.8,124.2,24.5,61.0,76.5,Forest,Carnivore,Invertivore,Insessorial,1.0,887256.44,-7.82,6.53,109.06,0.58,26.756031036376953,37.7227783203125,31.5887508392334,22.60124969482422,2766.0
Otus rutilus,Strigidae,Strigiformes,19.8,5.1,10.7,29.1,153.4,26.4,81.6,101.0,Forest,Carnivore,Invertivore,Insessorial,1.0,590836.08,-25.61,-11.95,46.7,-19.39,18.588844299316406,209.63282775878906,26.38599967956543,8.261500358581543,1620.0
Otus sagittatus,Strigidae,Strigiformes,23.2,7.6,12.0,32.2,178.0,25.7,111.2,122.6,Forest,Carnivore,Invertivore,Insessorial,1.0,148393.3,2.73,17.26,99.97,9.39,27.413734436035156,102.0982437133789,32.619754791259766,22.797531127929688,1691.0
Otus scops,Strigidae,Strigiformes,17.4,4.8,8.6,26.6,147.2,34.7,65.5,92.0,Woodland,Carnivore,Invertivore,Insessorial,3.0,8778464.51,13.14,59.86,47.41,46.4,10.143843650817871,1148.4429931640625,32.204498291015625,-8.303250312805176,220.0
Otus semitorques,Strigidae,Strigiformes,22.3,6.9,12.1,37.2,178.4,31.4,89.6,121.5,Forest,Carnivore,Invertivore,Insessorial,2.0,1982105.07,24.25,54.42,128.14,41.38,2.354135513305664,1273.2880859375,23.6872501373291,-23.135499954223633,715.0
Otus senegalensis,Strigidae,Strigiformes,17.7,5.1,9.2,24.3,132.0,26.6,61.0,67.0,Woodland,Carnivore,Invertivore,Insessorial,1.0,13485667.89,-34.21,17.77,20.82,-1.16,25.153926849365234,51.66149139404297,30.97049903869629,19.774999618530273,2067.0
Otus silvicola,Strigidae,Strigiformes,29.9,10.6,12.9,37.8,216.0,23.0,100.0,212.0,Forest,Carnivore,Invertivore,Insessorial,1.0,28274.7,-9.11,-8.07,119.48,-8.62,25.89262580871582,60.03489303588867,31.217647552490234,20.253921508789062,1589.0
Otus socotranus,Strigidae,Strigiformes,19.2,5.8,10.1,25.4,126.5,25.1,58.8,67.0,Woodland,Carnivore,Invertivore,Insessorial,1.0,3622.4,12.3,12.71,53.87,12.51,23.98520851135254,141.2034149169922,30.475379943847656,17.810638427734375,132.0
Otus spilocephalus,Strigidae,Strigiformes,17.9,5.1,9.2,28.4,140.4,25.4,76.8,67.5,Forest,Carnivore,Invertivore,Insessorial,1.0,3350281.15,-5.95,34.23,102.24,20.4,22.714479446411133,314.99969482421875,30.735750198364258,11.326499938964844,1551.0
Otus sulaensis,Strigidae,Strigiformes,22.7,5.2,10.1,27.2,157.5,32.2,78.0,88.0,Forest,Carnivore,Invertivore,Insessorial,1.0,4678.07,-2.49,-1.63,125.15,-1.88,27.1641845703125,47.862754821777344,31.97304916381836,22.258155822753906,2299.0
Otus sunia,Strigidae,Strigiformes,18.4,5.8,8.8,23.9,142.5,30.1,62.0,78.1,Forest,Carnivore,Invertivore,Insessorial,1.0,7325311.2,5.92,53.9,111.91,31.47,14.978510856628418,854.4408569335938,30.138500213623047,-1.3255000114440918,1031.0
Otus tempestatis,Strigidae,Strigiformes,20.8,7.0,11.8,34.4,146.4,28.2,80.2,165.0,Forest,Carnivore,Invertivore,Insessorial,1.0,2638.17,-8.02,-7.56,126.3,-7.78,24.219717025756836,89.64808654785156,29.393146514892578,18.62274169921875,1249.0
Otus thilohoffmanni,Strigidae,Strigiformes,18.7,5.4,10.9,24.6,124.7,27.9,70.6,76.5,Forest,Carnivore,Invertivore,Insessorial,1.0,237.13,6.18,7.0,80.41,6.48,24.79427146911621,54.27668762207031,29.39699935913086,20.159500122070312,4050.0
Otus umbra,Strigidae,Strigiformes,21.9,5.1,10.0,22.9,135.0,30.3,89.0,95.0,Forest,Carnivore,Invertivore,Insessorial,1.0,1552.39,2.33,2.92,96.08,2.63,26.439132690429688,37.24179458618164,31.173200607299805,21.93440055847168,3290.0
Pseudoscops grammicus,Strigidae,Strigiformes,30.4,10.1,15.5,40.6,211.6,24.9,115.8,335.0,Forest,Carnivore,Invertivore,Insessorial,1.0,11021.79,17.7,18.53,-77.31,18.16,23.73091697692871,95.55096435546875,29.227750778198242,17.880250930786133,1540.0
Psiloscops flammeolus,Strigidae,Strigiformes,16.3,6.0,9.1,21.7,133.0,30.8,61.2,59.9,Forest,Carnivore,Invertivore,Insessorial,3.0,1041707.57,16.64,51.91,-111.04,34.83,10.314311981201172,791.503662109375,30.97224998474121,-8.093250274658203,482.0
Ptilopsis granti,Strigidae,Strigiformes,26.3,8.1,12.7,36.4,202.0,30.6,94.6,214.4,Woodland,Carnivore,Invertivore,Insessorial,1.0,7822704.31,-31.33,2.42,26.06,-14.57,21.07266616821289,290.06451416015625,33.5994987487793,6.010000228881836,901.0
Ptilopsis leucotis,Strigidae,Strigiformes,24.6,8.4,13.0,35.7,185.8,27.4,91.0,204.0,Woodland,Carnivore,Vertivore,Insessorial,1.0,8309644.17,-0.6,18.54,18.9,10.37,27.617292404174805,218.52215576171875,39.080501556396484,15.703499794006348,854.0
Pulsatrix koeniswaldiana,Strigidae,Strigiformes,38.8,9.7,20.5,47.1,316.0,25.6,192.0,481.0,Forest,Carnivore,Vertivore,Insessorial,1.0,651781.62,-29.56,-17.63,-48.24,-23.61,19.19645881652832,258.38995361328125,27.42824935913086,9.336250305175781,1193.0
Pulsatrix melanota,Strigidae,Strigiformes,35.0,10.4,16.6,43.5,276.2,30.0,174.0,82.0,Forest,Carnivore,Vertivore,Insessorial,1.0,156909.18,-17.76,1.56,-74.53,-8.92,26.46511459350586,34.773372650146484,32.51750183105469,19.964500427246094,1911.0
Pulsatrix perspicillata,Strigidae,Strigiformes,47.9,12.6,22.5,55.1,339.3,28.1,202.6,983.6,Forest,Carnivore,Vertivore,Insessorial,1.0,12679502.98,-30.27,19.04,-58.95,-6.68,26.59303092956543,35.36162185668945,33.568748474121094,19.673749923706055,2122.0
Pyrroglaux podargina,Strigidae,Strigiformes,23.0,8.1,12.4,33.1,158.0,20.7,75.5,178.4,Forest,Carnivore,Invertivore,Insessorial,1.0,437.19,6.89,7.73,134.54,7.45,26.123756408691406,53.45676040649414,30.514217376708984,21.8227481842041,3493.0
Scotopelia bouvieri,Strigidae,Strigiformes,36.9,10.6,16.6,55.8,294.8,19.8,162.2,637.0,Wetland,Carnivore,Aquatic predator,Insessorial,1.0,3343964.51,-7.7,9.28,17.63,1.65,25.09126091003418,62.8562126159668,31.359498977661133,19.52750015258789,1709.0
Scotopelia peli,Strigidae,Strigiformes,53.9,18.1,25.0,70.9,403.2,20.4,216.6,1942.8,Wetland,Carnivore,Aquatic predator,Insessorial,1.0,4649310.2,-31.88,15.17,20.48,-2.9,24.753875732421875,43.98234176635742,30.11924934387207,19.36924934387207,1843.0
Scotopelia ussheri,Strigidae,Strigiformes,44.6,14.9,20.0,61.1,324.5,21.0,180.5,787.2,Forest,Carnivore,Aquatic predator,Insessorial,1.0,358371.0,4.35,8.8,-6.32,6.54,25.723228454589844,102.18411254882812,33.32374954223633,19.49449920654297,1236.0
